12579,THE BLUEBEARD ROOM,Carolyn Keene,YES,12,Mystery,3.02,64,src\ImagesOthers\bookpic4.png
12580,THE PHANTOM OF VENICE,Carolyn Keene,YES,25,Mystery,3.14,32,src\ImagesOthers\bookpic4.png
12581,THE DOUBLE HORROR OF FENLEY PLACE,Carolyn Keene,YES,27,Mystery,4.94,60,src\ImagesOthers\bookpic4.png
12582,THE CASE OF THE DISAPPEARING DIAMONDS,Carolyn Keene,YES,23,Mystery,4.6,95,src\ImagesOthers\bookpic4.png
12583,THE MARDI GRAS MYSTERY,Carolyn Keene,YES,5,Mystery,4.83,4,src\ImagesOthers\bookpic4.png
12584,THE CLUE IN THE CAMERA,Carolyn Keene,YES,21,Mystery,4.58,45,src\ImagesOthers\bookpic4.png
12585,THE CASE OF THE VANISHING VEIL,Carolyn Keene,YES,4,Mystery,4.95,21,src\ImagesOthers\bookpic4.png
12586,THE JOKER'S REVENGE,Carolyn Keene,YES,3,Mystery,3.96,86,src\ImagesOthers\bookpic4.png
12587,THE SECRET OF SHADY GLEN,Carolyn Keene,YES,30,Mystery,3.52,93,src\ImagesOthers\bookpic4.png
12588,THE MYSTERY OF MISTY CANYON,Carolyn Keene,YES,11,Mystery,3.63,80,src\ImagesOthers\bookpic4.png
12589,THE CASE OF THE RISING STARS,Carolyn Keene,YES,21,Mystery,4.67,56,src\ImagesOthers\bookpic4.png
12590,THE SEARCH FOR CINDY AUSTIN,Carolyn Keene,YES,28,Mystery,4.8,73,src\ImagesOthers\bookpic4.png
12591,THE CASE OF THE DISAPPEARING DEEJAY,Carolyn Keene,YES,18,Mystery,3.68,41,src\ImagesOthers\bookpic4.png
12592,THE PUZZLE AT PINEVIEW SCHOOL,Carolyn Keene,YES,25,Mystery,4.39,20,src\ImagesOthers\bookpic4.png
12593,THE GIRL WHO COULDN'T REMEMBER,Carolyn Keene,YES,19,Mystery,4.99,12,src\ImagesOthers\bookpic4.png
12594,THE GHOST OF CRAVEN COVE,Carolyn Keene,YES,24,Mystery,4.58,60,src\ImagesOthers\bookpic4.png
12595,THE CASE OF THE SAFECRACKER'S SECRET,Carolyn Keene,YES,2,Mystery,3.81,71,src\ImagesOthers\bookpic4.png
12596,THE PICTURE-PERFECT MYSTERY,Carolyn Keene,YES,16,Mystery,3.27,100,src\ImagesOthers\bookpic4.png
12597,THE SILENT SUSPECT,Carolyn Keene,YES,8,Mystery,4.42,58,src\ImagesOthers\bookpic4.png
12598,THE CASE OF THE PHOTO FINISH,Carolyn Keene,YES,3,Mystery,3.81,82,src\ImagesOthers\bookpic4.png
12599,THE MYSTERY AT MAGNOLIA MANSION,Carolyn Keene,YES,9,Mystery,3.03,3,src\ImagesOthers\bookpic4.png
12600,THE HAUNTING OF HORSE ISLAND,Carolyn Keene,YES,15,Mystery,4.1,43,src\ImagesOthers\bookpic4.png
12601,THE SECRET AT SEVEN ROCKS,Carolyn Keene,YES,6,Mystery,3.79,38,src\ImagesOthers\bookpic4.png
12602,A SECRET IN TIME,Carolyn Keene,YES,18,Mystery,4.85,33,src\ImagesOthers\bookpic4.png
12603,THE MYSTERY OF THE MISSING MILLIONAIRESS,Carolyn Keene,YES,7,Mystery,3.86,25,src\ImagesOthers\bookpic4.png
12604,THE SECRET IN THE DARK,Carolyn Keene,YES,8,Mystery,4.41,76,src\ImagesOthers\bookpic4.png
12605,THE STRANGER IN THE SHADOWS,Carolyn Keene,YES,21,Mystery,4.38,4,src\ImagesOthers\bookpic4.png
12606,THE MYSTERY OF THE JADE TIGER,Carolyn Keene,YES,11,Mystery,4.65,68,src\ImagesOthers\bookpic4.png
12607,THE CLUE IN THE ANTIQUE TRUNK,Carolyn Keene,YES,28,Mystery,4.78,5,src\ImagesOthers\bookpic4.png
12608,THE CASE OF THE ARTFUL CRIME,Carolyn Keene,YES,13,Mystery,4.98,21,src\ImagesOthers\bookpic4.png
12609,THE LEGEND OF MINER'S CREEK,Carolyn Keene,YES,18,Mystery,3.69,14,src\ImagesOthers\bookpic4.png
12610,THE SECRET OF THE TIBETAN TREASURE,Carolyn Keene,YES,24,Mystery,3.02,81,src\ImagesOthers\bookpic4.png
12611,THE MYSTERY OF THE MASKED RIDER,Carolyn Keene,YES,0,Mystery,4.05,46,src\ImagesOthers\bookpic4.png
12612,THE NUTCRACKER BALLET MYSTERY,Carolyn Keene,YES,24,Mystery,3.95,1,src\ImagesOthers\bookpic4.png
12613,THE SECRET AT SOLAIRE,Carolyn Keene,YES,13,Mystery,4.08,40,src\ImagesOthers\bookpic4.png
12614,CRIME IN THE QUEEN'S COURT,Carolyn Keene,YES,10,Mystery,3.98,11,src\ImagesOthers\bookpic4.png
12615,THE SECRET LOST AT SEA,Carolyn Keene,YES,25,Mystery,3.75,11,src\ImagesOthers\bookpic4.png
12616,THE SEARCH FOR THE SILVER PERSIAN,Carolyn Keene,YES,25,Mystery,3.98,82,src\ImagesOthers\bookpic4.png
12617,THE SUSPECT IN THE SMOKE,Carolyn Keene,YES,25,Mystery,4.71,18,src\ImagesOthers\bookpic4.png
12618,THE CASE OF THE TWIN TEDDY BEARS,Carolyn Keene,YES,7,Mystery,3.13,93,src\ImagesOthers\bookpic4.png
12619,MYSTERY ON THE MENU,Carolyn Keene,YES,1,Mystery,4.61,14,src\ImagesOthers\bookpic4.png
12620,TROUBLE AT LAKE TAHOE,Carolyn Keene,YES,17,Mystery,4.81,21,src\ImagesOthers\bookpic4.png
12621,THE MYSTERY OF THE MISSING MASCOT,Carolyn Keene,YES,13,Mystery,4.78,10,src\ImagesOthers\bookpic4.png
12622,THE CASE OF THE FLOATING CRIME,Carolyn Keene,YES,1,Mystery,4.94,39,src\ImagesOthers\bookpic4.png
12623,THE FORTUNE TELLER'S SECRET,Carolyn Keene,YES,26,Mystery,4.75,30,src\ImagesOthers\bookpic4.png
12624,THE MESSAGE IN THE HAUNTED MANSION,Carolyn Keene,YES,4,Mystery,3.84,31,src\ImagesOthers\bookpic4.png
12625,THE CLUE ON THE SILVER SCREEN,Carolyn Keene,YES,16,Mystery,4.53,44,src\ImagesOthers\bookpic4.png
12626,THE SECRET OF THE SCARLET HAND,Carolyn Keene,YES,3,Mystery,4.9,62,src\ImagesOthers\bookpic4.png
12627,THE TEEN MODEL MYSTERY,Carolyn Keene,YES,20,Mystery,3.48,36,src\ImagesOthers\bookpic4.png
12628,THE RIDDLE IN THE RARE BOOK,Carolyn Keene,YES,29,Mystery,3.06,31,src\ImagesOthers\bookpic4.png
12629,THE CASE OF THE DANGEROUS SOLUTION,Carolyn Keene,YES,30,Mystery,4.58,8,src\ImagesOthers\bookpic4.png
12630,THE TREASURE IN THE ROYAL TOWER,Carolyn Keene,YES,18,Mystery,3.82,10,src\ImagesOthers\bookpic4.png
12631,THE BABY-SITTER BURGLARIES,Carolyn Keene,YES,11,Mystery,3.25,27,src\ImagesOthers\bookpic4.png
12632,THE SIGN OF THE FALCON,Carolyn Keene,YES,18,Mystery,4.2,84,src\ImagesOthers\bookpic4.png
12633,THE HIDDEN INHERITANCE,Carolyn Keene,YES,7,Mystery,4.67,26,src\ImagesOthers\bookpic4.png
12634,THE FOX HUNT MYSTERY,Carolyn Keene,YES,15,Mystery,4.51,18,src\ImagesOthers\bookpic4.png
12635,THE MYSTERY AT THE CRYSTAL PALACE,Carolyn Keene,YES,9,Mystery,4.96,22,src\ImagesOthers\bookpic4.png
12636,THE SECRET OF THE FORGOTTEN CAVE,Carolyn Keene,YES,12,Mystery,3.93,56,src\ImagesOthers\bookpic4.png
12637,THE RIDDLE OF THE RUBY GAZELLE,Carolyn Keene,YES,2,Mystery,4.92,95,src\ImagesOthers\bookpic4.png
12638,THE WEDDING DAY MYSTERY,Carolyn Keene,YES,12,Mystery,3.62,56,src\ImagesOthers\bookpic4.png
12639,IN SEARCH OF THE BLACK ROSE,Carolyn Keene,YES,4,Mystery,4.44,92,src\ImagesOthers\bookpic4.png
12640,THE LEGEND OF THE LOST GOLD,Carolyn Keene,YES,8,Mystery,3.06,64,src\ImagesOthers\bookpic4.png
12641,THE SECRET OF CANDLELIGHT INN,Carolyn Keene,YES,1,Mystery,4.22,25,src\ImagesOthers\bookpic4.png
12642,THE DOOR-TO-DOOR DECEPTION,Carolyn Keene,YES,15,Mystery,3.69,35,src\ImagesOthers\bookpic4.png
12643,THE WILD CAT CRIME,Carolyn Keene,YES,0,Mystery,3.57,34,src\ImagesOthers\bookpic4.png
12644,THE CASE OF CAPITAL INTRIGUE,Carolyn Keene,YES,27,Mystery,4.56,21,src\ImagesOthers\bookpic4.png
12645,MYSTERY ON MAUI,Carolyn Keene,YES,9,Mystery,3.68,81,src\ImagesOthers\bookpic4.png
12646,THE E-MAIL MYSTERY,Carolyn Keene,YES,29,Mystery,4.67,29,src\ImagesOthers\bookpic4.png
12647,THE MISSING HORSE MYSTERY,Carolyn Keene,YES,21,Mystery,3.19,71,src\ImagesOthers\bookpic4.png
12648,THE GHOST OF THE LANTERN LADY,Carolyn Keene,YES,17,Mystery,4,76,src\ImagesOthers\bookpic4.png
12649,THE CASE OF THE CAPTURED QUEEN,Carolyn Keene,YES,25,Mystery,4.16,27,src\ImagesOthers\bookpic4.png
12650,ON THE TRAIL OF TROUBLE,Carolyn Keene,YES,23,Mystery,4.28,76,src\ImagesOthers\bookpic4.png
12651,THE CLUE OF THE GOLD DOUBLOONS,Carolyn Keene,YES,23,Mystery,3,79,src\ImagesOthers\bookpic4.png
12652,MYSTERY AT MOORSEA MANOR,Carolyn Keene,YES,22,Mystery,4.8,76,src\ImagesOthers\bookpic4.png
12653,THE CHOCOLATE-COVERED CONTEST,Carolyn Keene,YES,24,Mystery,3.21,69,src\ImagesOthers\bookpic4.png
12654,THE KEY IN THE SATIN POCKET,Carolyn Keene,YES,25,Mystery,3.11,34,src\ImagesOthers\bookpic4.png
12655,WHISPERS IN THE FOG,Carolyn Keene,YES,4,Mystery,4.42,70,src\ImagesOthers\bookpic4.png
12656,THE LEGEND OF THE EMERALD LADY,Carolyn Keene,YES,6,Mystery,4.18,90,src\ImagesOthers\bookpic4.png
12657,THE MYSTERY IN TORNADO ALLEY,Carolyn Keene,YES,26,Mystery,4.46,96,src\ImagesOthers\bookpic4.png
12658,THE SECRET IN THE STARS,Carolyn Keene,YES,15,Mystery,4.02,90,src\ImagesOthers\bookpic4.png
12659,THE MUSIC FESTIVAL MYSTERY,Carolyn Keene,YES,12,Mystery,3.54,35,src\ImagesOthers\bookpic4.png
12660,THE CURSE OF THE BLACK CAT,Carolyn Keene,YES,1,Mystery,3.8,68,src\ImagesOthers\bookpic4.png
12661,THE SECRET OF THE FIERY CHAMBER,Carolyn Keene,YES,24,Mystery,4.16,99,src\ImagesOthers\bookpic4.png
12662,THE CLUE ON THE CRYSTAL DOVE,Carolyn Keene,YES,4,Mystery,4.1,79,src\ImagesOthers\bookpic4.png
12663,LOST IN THE EVERGLADES,Carolyn Keene,YES,30,Mystery,4.03,31,src\ImagesOthers\bookpic4.png
12664,THE CASE OF THE LOST SONG,Carolyn Keene,YES,4,Mystery,4.42,35,src\ImagesOthers\bookpic4.png
12665,THE CLUES CHALLENGE,Carolyn Keene,YES,25,Mystery,4.34,32,src\ImagesOthers\bookpic4.png
12666,THE MYSTERY OF THE MOTHER WOLF,Carolyn Keene,YES,24,Mystery,4.8,50,src\ImagesOthers\bookpic4.png
12667,THE CRIME LAB CASE,Carolyn Keene,YES,16,Mystery,4.1,71,src\ImagesOthers\bookpic4.png
12668,THE CASE OF THE CREATIVE CRIME,Carolyn Keene,YES,6,Mystery,4.88,1,src\ImagesOthers\bookpic4.png
12669,MYSTERY BY MOONLIGHT,Carolyn Keene,YES,18,Mystery,4.93,1,src\ImagesOthers\bookpic4.png
12670,THE BIKE TOUR MYSTERY,Carolyn Keene,YES,3,Mystery,4.35,38,src\ImagesOthers\bookpic4.png
12671,THE MISTLETOE MYSTERY,Carolyn Keene,YES,28,Mystery,3.77,78,src\ImagesOthers\bookpic4.png
12672,NO STRINGS ATTACHED,Carolyn Keene,YES,12,Mystery,3.89,27,src\ImagesOthers\bookpic4.png
12673,INTRIGUE AT THE GRAND OPERA,Carolyn Keene,YES,22,Mystery,4.45,53,src\ImagesOthers\bookpic4.png
12674,THE RIDING CLUB CRIME,Carolyn Keene,YES,13,Mystery,3.48,74,src\ImagesOthers\bookpic4.png
12675,DANGER ON THE GREAT LAKES,Carolyn Keene,YES,22,Mystery,4.97,86,src\ImagesOthers\bookpic4.png
12676,A TASTE OF DANGER,Carolyn Keene,YES,29,Mystery,4.25,59,src\ImagesOthers\bookpic4.png
12677,WEREWOLF IN A WINTER WONDERLAND,Carolyn Keene,YES,22,Mystery,3,25,src\ImagesOthers\bookpic4.png
12678,WITHOUT A TRACE,Carolyn Keene,YES,19,Mystery,4.59,55,src\ImagesOthers\bookpic4.png
12679,A RACE AGAINST TIME,Carolyn Keene,YES,6,Mystery,4.41,29,src\ImagesOthers\bookpic4.png
12680,FALSE NOTES,Carolyn Keene,YES,25,Mystery,4.07,91,src\ImagesOthers\bookpic4.png
12681,HIGH RISK,Carolyn Keene,YES,25,Mystery,4.76,74,src\ImagesOthers\bookpic4.png
12682,LIGHTS CAMERA...,Carolyn Keene,YES,27,Mystery,4.25,28,src\ImagesOthers\bookpic4.png
12683,...ACTION!,Carolyn Keene,YES,1,Mystery,3.08,71,src\ImagesOthers\bookpic4.png
12684,THE STOLEN RELIC,Carolyn Keene,YES,7,Mystery,3.72,49,src\ImagesOthers\bookpic4.png
12685,THE SCARLET MACAW SCANDAL,Carolyn Keene,YES,27,Mystery,4.64,32,src\ImagesOthers\bookpic4.png
12686,SECRET OF THE SPA,Carolyn Keene,YES,15,Mystery,4.55,58,src\ImagesOthers\bookpic4.png
12687,UNCIVIL ACTS,Carolyn Keene,YES,26,Mystery,4.02,0,src\ImagesOthers\bookpic4.png
12688,RIVERBOAT RUSE,Carolyn Keene,YES,2,Mystery,3.51,17,src\ImagesOthers\bookpic4.png
12689,STOP THE CLOCK,Carolyn Keene,YES,4,Mystery,4.81,45,src\ImagesOthers\bookpic4.png
12690,TRADE WIND DANGER,Carolyn Keene,YES,19,Mystery,4.07,3,src\ImagesOthers\bookpic4.png
12691,BAD TIMES BIG CRIMES,Carolyn Keene,YES,19,Mystery,4.76,54,src\ImagesOthers\bookpic4.png
12692,FRAMED,Carolyn Keene,YES,28,Mystery,4.53,15,src\ImagesOthers\bookpic4.png
12693,DANGEROUS PLAYS,Carolyn Keene,YES,17,Mystery,4.27,45,src\ImagesOthers\bookpic4.png
12694,EN GARDE,Carolyn Keene,YES,26,Mystery,4.56,69,src\ImagesOthers\bookpic4.png
12695,PIT OF VIPERS,Carolyn Keene,YES,7,Mystery,3.69,85,src\ImagesOthers\bookpic4.png
12696,THE ORCHID THIEF,Carolyn Keene,YES,11,Mystery,4.42,61,src\ImagesOthers\bookpic4.png
12697,GETTING BURNED,Carolyn Keene,YES,11,Mystery,3.61,38,src\ImagesOthers\bookpic4.png
12698,CLOSE ENCOUNTERS,Carolyn Keene,YES,4,Mystery,4.08,49,src\ImagesOthers\bookpic4.png
12699,DRESSED TO STEAL,Carolyn Keene,YES,20,Mystery,3.25,46,src\ImagesOthers\bookpic4.png
12700,TROUBLED WATERS,Carolyn Keene,YES,12,Mystery,3.88,33,src\ImagesOthers\bookpic4.png
12701,MURDER ON THE SET,Carolyn Keene,YES,19,Mystery,3.98,87,src\ImagesOthers\bookpic4.png
12702,TRAILS OF TREACHERY,Carolyn Keene,YES,28,Mystery,4.26,34,src\ImagesOthers\bookpic4.png
12703,FISHING FOR CLUES,Carolyn Keene,YES,14,Mystery,3.42,59,src\ImagesOthers\bookpic4.png
12704,INTRUDER,Carolyn Keene,YES,13,Mystery,4.63,19,src\ImagesOthers\bookpic4.png
12705,MARDI GRAS MASQUERADE,Carolyn Keene,YES,25,Mystery,4.59,86,src\ImagesOthers\bookpic4.png
12706,THE STOLEN BONES,Carolyn Keene,YES,7,Mystery,3.03,4,src\ImagesOthers\bookpic4.png
12707,PAGEANT PERFECT CRIME,Carolyn Keene,YES,27,Mystery,3.33,92,src\ImagesOthers\bookpic4.png
12708,PERFECT COVER,Carolyn Keene,YES,18,Mystery,4.18,42,src\ImagesOthers\bookpic4.png
12709,THE PERFECT ESCAPE,Carolyn Keene,YES,4,Mystery,3.56,7,src\ImagesOthers\bookpic4.png
12710,SECRET IDENTITY,Carolyn Keene,YES,26,Mystery,4.91,75,src\ImagesOthers\bookpic4.png
12711,IDENTITY THEFT,Carolyn Keene,YES,27,Mystery,3.51,16,src\ImagesOthers\bookpic4.png
12712,IDENTITY REVEALED,Carolyn Keene,YES,23,Mystery,4.13,37,src\ImagesOthers\bookpic4.png
12713,MODEL CRIME,Carolyn Keene,YES,10,Mystery,3.86,58,src\ImagesOthers\bookpic4.png
12714,MODEL MENACE,Carolyn Keene,YES,15,Mystery,3.54,38,src\ImagesOthers\bookpic4.png
12715,MODEL SUSPECT,Carolyn Keene,YES,11,Mystery,3.25,43,src\ImagesOthers\bookpic4.png
12716,GREEN-EYED MONSTER,Carolyn Keene,YES,19,Mystery,3.35,51,src\ImagesOthers\bookpic4.png
12717,GREEN WITH ENVY,Carolyn Keene,YES,0,Mystery,4.12,73,src\ImagesOthers\bookpic4.png
12718,SEEING GREEN,Carolyn Keene,YES,16,Mystery,3.46,11,src\ImagesOthers\bookpic4.png
12719,SECRET SABOTAGE,Carolyn Keene,YES,18,Mystery,4.44,75,src\ImagesOthers\bookpic4.png
12720,SERIAL SABOTAGE,Carolyn Keene,YES,22,Mystery,4.05,42,src\ImagesOthers\bookpic4.png
12721,SABOTAGE SURRENDER,Carolyn Keene,YES,26,Mystery,4.33,97,src\ImagesOthers\bookpic4.png
12722,CALIFORNIA SCHEMIN',Carolyn Keene,YES,26,Mystery,3.01,91,src\ImagesOthers\bookpic4.png
12723,MYSTERY AT MALACHITE MANSION,Carolyn Keene,YES,24,Mystery,4.02,75,src\ImagesOthers\bookpic4.png
12724,STALK DON'T RUN,Carolyn Keene,YES,30,Mystery,3.25,81,src\ImagesOthers\bookpic4.png
12725,WHERE'S NANCY?,Carolyn Keene,YES,16,Mystery,4.45,42,src\ImagesOthers\bookpic4.png
12726,ONCE UPON A CRIME,Carolyn Keene,YES,0,Mystery,3.84,73,src\ImagesOthers\bookpic4.png
12727,REAL FAKE,Carolyn Keene,YES,15,Mystery,4.74,72,src\ImagesOthers\bookpic4.png
12728,GHOST STORIES,Carolyn Keene,YES,9,Mystery,3.08,35,src\ImagesOthers\bookpic4.png
12729,SLEEPOVER SLEUTHS,Carolyn Keene,YES,16,Mystery,3.55,52,src\ImagesOthers\bookpic4.png
12730,SCREAM FOR ICE CREAM,Carolyn Keene,YES,21,Mystery,4.31,66,src\ImagesOthers\bookpic4.png
12731,PONY PROBLEMS,Carolyn Keene,YES,15,Mystery,4.57,49,src\ImagesOthers\bookpic4.png
12732,THE CINDERELLA BALLET MYSTERY,Carolyn Keene,YES,12,Mystery,4.53,90,src\ImagesOthers\bookpic4.png
12733,CASE OF THE SNEAKY SNOWMAN,Carolyn Keene,YES,19,Mystery,3.39,3,src\ImagesOthers\bookpic4.png
12734,THE FASHION DISASTER,Carolyn Keene,YES,0,Mystery,4.76,10,src\ImagesOthers\bookpic4.png
12735,THE CIRCUS SCARE,Carolyn Keene,YES,16,Mystery,3.6,35,src\ImagesOthers\bookpic4.png
12736,LIGHTS CAMERA... CATS!,Carolyn Keene,YES,1,Mystery,3.31,23,src\ImagesOthers\bookpic4.png
12737,THE HALLOWEEN HOAX,Carolyn Keene,YES,6,Mystery,3.43,62,src\ImagesOthers\bookpic4.png
12738,TICKET TROUBLE,Carolyn Keene,YES,5,Mystery,3.77,95,src\ImagesOthers\bookpic4.png
12739,SKI SCHOOL SNEAK,Carolyn Keene,YES,13,Mystery,4.14,96,src\ImagesOthers\bookpic4.png
12740,VALENTINE'S DAY SECRET,Carolyn Keene,YES,7,Mystery,3.04,47,src\ImagesOthers\bookpic4.png
12741,CHICK-NAPPED!,Carolyn Keene,YES,21,Mystery,4.33,70,src\ImagesOthers\bookpic4.png
12742,THE ZOO CREW,Carolyn Keene,YES,12,Mystery,3.2,12,src\ImagesOthers\bookpic4.png
12743,MALL MADNESS,Carolyn Keene,YES,1,Mystery,3.43,26,src\ImagesOthers\bookpic4.png
12744,THANKSGIVING THIEF,Carolyn Keene,YES,0,Mystery,4.97,70,src\ImagesOthers\bookpic4.png
12745,WEDDING DAY DISASTER,Carolyn Keene,YES,22,Mystery,4.79,11,src\ImagesOthers\bookpic4.png
12746,EARTH DAY ESCAPADE,Carolyn Keene,YES,18,Mystery,3.6,8,src\ImagesOthers\bookpic4.png
12747,APRIL FOOL'S DAY,Carolyn Keene,YES,15,Mystery,4.21,74,src\ImagesOthers\bookpic4.png
12748,TREASURE TROUBLE,Carolyn Keene,YES,29,Mystery,4.56,47,src\ImagesOthers\bookpic4.png
12749,DOUBLE TAKE,Carolyn Keene,YES,15,Mystery,3.05,18,src\ImagesOthers\bookpic4.png
12750,UNICORN UPROAR,Carolyn Keene,YES,1,Mystery,4.2,50,src\ImagesOthers\bookpic4.png
12751,BABYSITTING BANDIT,Carolyn Keene,YES,4,Mystery,3.06,15,src\ImagesOthers\bookpic4.png
12752,PRINCESS MIX-UP MYSTERY,Carolyn Keene,YES,24,Mystery,4.19,96,src\ImagesOthers\bookpic4.png
12753,BUGGY BREAKOUT,Carolyn Keene,YES,15,Mystery,3.3,83,src\ImagesOthers\bookpic4.png
12754,CAMP CREEPY,Carolyn Keene,YES,8,Mystery,3.14,49,src\ImagesOthers\bookpic4.png
12755,CAT BURGLAR CAPER,Carolyn Keene,YES,10,Mystery,4.25,71,src\ImagesOthers\bookpic4.png
12756,TIME THIEF,Carolyn Keene,YES,18,Mystery,4.77,91,src\ImagesOthers\bookpic4.png
12757,DESIGNED FOR DISASTER,Carolyn Keene,YES,27,Mystery,3.77,93,src\ImagesOthers\bookpic4.png
12758,DANCE OFF,Carolyn Keene,YES,3,Mystery,3.11,0,src\ImagesOthers\bookpic4.png
12759,THE MAKE-A-PET MYSTERY,Carolyn Keene,YES,2,Mystery,4.33,32,src\ImagesOthers\bookpic4.png
12760,CAPE MERMAID MYSTERY,Carolyn Keene,YES,9,Mystery,3.05,18,src\ImagesOthers\bookpic4.png
12761,THE PUMPKIN PATCH PUZZLE,Carolyn Keene,YES,13,Mystery,4.89,70,src\ImagesOthers\bookpic4.png
12762,CUPCAKE CHAOS,Carolyn Keene,YES,11,Mystery,3.04,68,src\ImagesOthers\bookpic4.png
12763,COOKING CAMP DISASTER,Carolyn Keene,YES,12,Mystery,3.52,59,src\ImagesOthers\bookpic4.png
12764,THE SECRET OF THE SCARECROW,Carolyn Keene,YES,2,Mystery,3.32,86,src\ImagesOthers\bookpic4.png
12765,THE FLOWER SHOW FIASCO,Carolyn Keene,YES,27,Mystery,3.27,33,src\ImagesOthers\bookpic4.png
12766,A MUSICAL MESS,Carolyn Keene,YES,29,Mystery,3.53,44,src\ImagesOthers\bookpic4.png
12767,MUSEUM MAYHEM,Carolyn Keene,YES,4,Mystery,3.18,89,src\ImagesOthers\bookpic4.png
12768,BUTTERFLY BLUES,Carolyn Keene,YES,10,Mystery,4.77,76,src\ImagesOthers\bookpic4.png
12769,TERROR ON TOUR,Carolyn Keene,YES,25,Mystery,4.27,58,src\ImagesOthers\bookpic4.png
12770,DANGER OVERSEAS,Carolyn Keene,YES,25,Mystery,4.11,46,src\ImagesOthers\bookpic4.png
12771,CLUB DREAD,Carolyn Keene,YES,23,Mystery,4.62,14,src\ImagesOthers\bookpic4.png
12772,GOLD MEDAL MURDER,Carolyn Keene,YES,13,Mystery,3.23,87,src\ImagesOthers\bookpic4.png
12773,BONFIRE MASQUERADE,Carolyn Keene,YES,1,Mystery,4.45,98,src\ImagesOthers\bookpic4.png
12774,STAGE FRIGHT,Carolyn Keene,YES,20,Mystery,4.58,86,src\ImagesOthers\bookpic4.png
12775,THE DEMON OF RIVER HEIGHTS,Carolyn Keene,YES,23,Mystery,4.24,18,src\ImagesOthers\bookpic4.png
12776,WRIT IN STONE,Carolyn Keene,YES,24,Mystery,3.36,36,src\ImagesOthers\bookpic4.png
12777,THE OLD FASHIONED MYSTERY OF THE HAUNTED DOLLHOUSE,Carolyn Keene,YES,0,Mystery,3.94,54,src\ImagesOthers\bookpic4.png
12778,THE GIRL WHO WASN'T THERE,Carolyn Keene,YES,6,Mystery,4.53,22,src\ImagesOthers\bookpic4.png
12779,THE FAKE HEIR,Carolyn Keene,YES,11,Mystery,3.93,83,src\ImagesOthers\bookpic4.png
12780,MR. CHEETERS IS MISSING,Carolyn Keene,YES,8,Mystery,3.81,63,src\ImagesOthers\bookpic4.png
12781,THE CHARMED BRACELET,Carolyn Keene,YES,5,Mystery,3.34,99,src\ImagesOthers\bookpic4.png
12782,GLOBAL WARNING,Carolyn Keene,YES,29,Mystery,4.58,3,src\ImagesOthers\bookpic4.png
12783,GHOST IN THE MACHINERY,Carolyn Keene,YES,7,Mystery,3.06,59,src\ImagesOthers\bookpic4.png
12784,THE DISORIENTED EXPRESS,Carolyn Keene,YES,9,Mystery,4.7,91,src\ImagesOthers\bookpic4.png
12785,MONKEY-WRENCH BLUES,Carolyn Keene,YES,30,Mystery,3.23,59,src\ImagesOthers\bookpic4.png
12786,DRESS REVERSAL,Carolyn Keene,YES,22,Mystery,3.45,68,src\ImagesOthers\bookpic4.png
12787,DOGGONE TOWN,Carolyn Keene,YES,27,Mystery,4.98,50,src\ImagesOthers\bookpic4.png
12788,SLEIGHT OF DAN,Carolyn Keene,YES,3,Mystery,4.9,49,src\ImagesOthers\bookpic4.png
12789,TIGER COUNTER,Carolyn Keene,YES,12,Mystery,3.42,76,src\ImagesOthers\bookpic4.png
12790,WHAT GOES UP,Carolyn Keene,YES,0,Mystery,3.03,61,src\ImagesOthers\bookpic4.png
12791,NIGHT OF THE LIVING CHATCHKE,Carolyn Keene,YES,12,Mystery,4.96,71,src\ImagesOthers\bookpic4.png
12792,CITY UNDER THE BASEMENT,Carolyn Keene,YES,0,Mystery,3.58,23,src\ImagesOthers\bookpic4.png
12793,CLIFFHANGER,Carolyn Keene,YES,0,Mystery,3.19,36,src\ImagesOthers\bookpic4.png
12794,HIGH SCHOOL MUSICAL MYSTERY,Carolyn Keene,YES,7,Mystery,3.5,88,src\ImagesOthers\bookpic4.png
12795,HIGH SCHOOL MUSICAL MYSTERY PART 2: THE LOST VERSE,Carolyn Keene,YES,22,Mystery,3.2,23,src\ImagesOthers\bookpic4.png
12796,SECRETS CAN KILL,Carolyn Keene,YES,4,Mystery,3.44,72,src\ImagesOthers\bookpic4.png
12797,DEADLY INTENT,Carolyn Keene,YES,3,Mystery,3.62,62,src\ImagesOthers\bookpic4.png
12798,MURDER ON ICE,Carolyn Keene,YES,14,Mystery,4.85,47,src\ImagesOthers\bookpic4.png
12799,SMILE AND SAY MURDER,Carolyn Keene,YES,24,Mystery,4.46,54,src\ImagesOthers\bookpic4.png
12800,HIT AND RUN HOLIDAY,Carolyn Keene,YES,8,Mystery,4.92,39,src\ImagesOthers\bookpic4.png
12801,WHITE WATER TERROR,Carolyn Keene,YES,27,Mystery,4.79,61,src\ImagesOthers\bookpic4.png
12802,DEADLY DOUBLES,Carolyn Keene,YES,26,Mystery,4.29,81,src\ImagesOthers\bookpic4.png
12803,TWO POINTS TO MURDER,Carolyn Keene,YES,9,Mystery,3.88,100,src\ImagesOthers\bookpic4.png
12804,FALSE MOVES,Carolyn Keene,YES,5,Mystery,4.56,80,src\ImagesOthers\bookpic4.png
12805,BURIED SECRETS,Carolyn Keene,YES,12,Mystery,3,60,src\ImagesOthers\bookpic4.png
